Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
INDUSTRIAL CROPS AND PRODUCTS,IND CROP PROD,ELSEVIER,0926-6690,1872-633X,AGRONOMY,SCIE,56248,5.6,Q1,1.45,8.49%
JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,J ENZYM INHIB MED CH,TAYLOR & FRANCIS LTD,1475-6366,1475-6374,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,9268,5.6,Q1,1.42,97.77%
JOURNAL OF EXPERIMENTAL BOTANY,J EXP BOT,OXFORD UNIV PRESS,0022-0957,1460-2431,PLANT SCIENCES,SCIE,62522,5.6,Q1,1.39,28.03%
FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS,FORTSCHR PHYS,WILEY-V C H VERLAG GMBH,0015-8208,1521-3978,"PHYSICS, MULTIDISCIPLINARY",SCIE,2694,5.6,Q1,1.26,22.62%
International Journal of Minerals Metallurgy and Materials,INT J MIN MET MATER,SPRINGER,1674-4799,1869-103X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,6898,5.6,Q2,1.18,1.67%
Rice Science,RICE SCI,ELSEVIER,1672-6308,1876-4762,AGRONOMY,SCIE,2185,5.6,Q1,1.15,97.78%
Rice Science,RICE SCI,ELSEVIER,1672-6308,1876-4762,PLANT SCIENCES,SCIE,2185,5.6,Q1,1.15,97.78%
Tungsten,TUNGSTEN-SINGAPORE,SPRINGERNATURE,2661-8028,2661-8036,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,1043,5.6,Q2,0.71,4.27%
Essays in Biochemistry,ESSAYS BIOCHEM,PORTLAND PRESS LTD,0071-1365,1744-1358,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,5249,5.6,Q1,0.65,48.58%
HARMFUL ALGAE,HARMFUL ALGAE,ELSEVIER,1568-9883,1878-1470,MARINE & FRESHWATER BIOLOGY,SCIE,8567,5.5,Q1,2.1,39.94%
Molecular Ecology Resources,MOL ECOL RESOUR,WILEY,1755-098X,1755-0998,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,15125,5.5,Q1,1.49,39.36%
Molecular Ecology Resources,MOL ECOL RESOUR,WILEY,1755-098X,1755-0998,ECOLOGY,SCIE,15125,5.5,Q1,1.49,39.36%
Molecular Ecology Resources,MOL ECOL RESOUR,WILEY,1755-098X,1755-0998,EVOLUTIONARY BIOLOGY,SCIE,15125,5.5,Q1,1.49,39.36%
BIOMACROMOLECULES,BIOMACROMOLECULES,AMER CHEMICAL SOC,1525-7797,1526-4602,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,39295,5.5,Q1,1.32,14.84%
JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,J ENVIRON ECON MANAG,ACADEMIC PRESS INC ELSEVIER SCIENCE,0095-0696,1096-0449,ENVIRONMENTAL STUDIES,SSCI,10637,5.5,Q1,1.26,35.74%
Sustainable Chemistry and Pharmacy,SUSTAIN CHEM PHARM,ELSEVIER,N/A,2352-5541,ENVIRONMENTAL SCIENCES,SCIE,5073,5.5,Q1,1,7.99%
FEBS Journal,FEBS J,WILEY,1742-464X,1742-4658,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,24487,5.5,Q1,0.8,33.43%
Nanoscale Research Letters,NANOSCALE RES LETT,SPRINGER,1931-7573,1556-276X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,19618,5.5,Q2,0.8,99.31%
Carbon Letters,CARBON LETT,SPRINGER JAPAN KK,1976-4251,2233-4998,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,3095,5.5,Q2,0.72,2.55%
PRECISION AGRICULTURE,PRECIS AGRIC,SPRINGER,1385-2256,1573-1618,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,4935,5.4,Q1,1.88,33.23%
PHYSIOLOGIA PLANTARUM,PHYSIOL PLANTARUM,WILEY,0031-9317,1399-3054,PLANT SCIENCES,SCIE,19100,5.4,Q1,1.57,20.18%
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOS T R SOC B,ROYAL SOC,0962-8436,1471-2970,BIOLOGY,SCIE,53916,5.4,Q1,1.45,49.68%
Communications Physics,COMMUN PHYS-UK,NATURE PORTFOLIO,2399-3650,2399-3650,"PHYSICS, MULTIDISCIPLINARY",SCIE,6354,5.4,Q1,1.43,99.89%
ECOGRAPHY,ECOGRAPHY,WILEY,0906-7590,1600-0587,BIODIVERSITY CONSERVATION,SCIE,16934,5.4,Q1,1.36,78.80%
ECOGRAPHY,ECOGRAPHY,WILEY,0906-7590,1600-0587,ECOLOGY,SCIE,16934,5.4,Q1,1.36,78.80%
npj Quantum Materials,NPJ QUANTUM MATER,NATURE PORTFOLIO,N/A,2397-4648,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,3033,5.4,Q2,1.3,100.00%
Current Plant Biology,CURR PLANT BIOL,ELSEVIER,N/A,2214-6628,PLANT SCIENCES,ESCI,952,5.4,Q1,1.21,94.34%
GLOBAL BIOGEOCHEMICAL CYCLES,GLOBAL BIOGEOCHEM CY,AMER GEOPHYSICAL UNION,0886-6236,1944-9224,ENVIRONMENTAL SCIENCES,SCIE,16502,5.4,Q1,1.2,41.69%
Resources Conservation & Recycling Advances,RESOUR CONS RECY ADV,ELSEVIER,2667-3789,2667-3789,ENVIRONMENTAL SCIENCES,ESCI,449,5.4,Q1,1.05,96.30%
GIANT,GIANT-AMSTERDAM,ELSEVIER,2666-5425,2666-5425,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,772,5.4,Q2,0.98,96.59%
ACS Applied Energy Materials,ACS APPL ENERG MATER,AMER CHEMICAL SOC,2574-0962,N/A,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,39507,5.4,Q2,0.93,6.43%
Environmental and Sustainability Indicators,ENVIRON SUSTAIN IND,ELSEVIER,2665-9727,2665-9727,ENVIRONMENTAL SCIENCES,ESCI,1190,5.4,Q1,0.88,96.86%
Environmental and Sustainability Indicators,ENVIRON SUSTAIN IND,ELSEVIER,2665-9727,2665-9727,ENVIRONMENTAL STUDIES,ESCI,1190,5.4,Q1,0.88,96.86%
Journal of Hazardous Materials Advances,J HAZARD MATER ADV,ELSEVIER,2772-4166,2772-4166,ENVIRONMENTAL SCIENCES,ESCI,1477,5.4,Q1,0.74,97.89%
Journal of Power Sources Advances,J POWER SOURCE ADV,ELSEVIER,N/A,2666-2485,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,341,5.4,Q2,0.73,100.00%
CHAOS SOLITONS & FRACTALS,CHAOS SOLITON FRACT,PERGAMON-ELSEVIER SCIENCE LTD,0960-0779,1873-2887,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,32102,5.3,Q1,2.27,6.62%
CHAOS SOLITONS & FRACTALS,CHAOS SOLITON FRACT,PERGAMON-ELSEVIER SCIENCE LTD,0960-0779,1873-2887,"PHYSICS, MULTIDISCIPLINARY",SCIE,32102,5.3,Q1,2.27,6.62%
CLIMATE POLICY,CLIM POLICY,TAYLOR & FRANCIS LTD,1469-3062,1752-7457,ENVIRONMENTAL STUDIES,SSCI,5194,5.3,Q1,1.67,43.05%
Marine Pollution Bulletin,MAR POLLUT BULL,PERGAMON-ELSEVIER SCIENCE LTD,0025-326X,1879-3363,ENVIRONMENTAL SCIENCES,SCIE,62356,5.3,Q1,1.49,19.96%
Marine Pollution Bulletin,MAR POLLUT BULL,PERGAMON-ELSEVIER SCIENCE LTD,0025-326X,1879-3363,MARINE & FRESHWATER BIOLOGY,SCIE,62356,5.3,Q1,1.49,19.96%
Autism Research,AUTISM RES,WILEY,1939-3792,1939-3806,BEHAVIORAL SCIENCES,SCIE,7746,5.3,Q1,1.42,29.61%
MULTIVARIATE BEHAVIORAL RESEARCH,MULTIVAR BEHAV RES,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0027-3171,1532-7906,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,9292,5.3,Q1,1.39,22.60%
Earth Systems and Environment,EARTH SYST ENVIRON,SPRINGER INT PUBL AG,2509-9426,2509-9434,ENVIRONMENTAL SCIENCES,ESCI,1591,5.3,Q1,1.36,28.40%
JOURNAL OF ECOLOGY,J ECOL,WILEY,0022-0477,1365-2745,ECOLOGY,SCIE,24342,5.3,Q1,1.36,44.34%
JOURNAL OF ECOLOGY,J ECOL,WILEY,0022-0477,1365-2745,PLANT SCIENCES,SCIE,24342,5.3,Q1,1.36,44.34%
Emerging Contaminants,EMERG CONTAM,KEAI PUBLISHING LTD,2405-6650,2405-6642,ENVIRONMENTAL SCIENCES,ESCI,1245,5.3,Q1,1.25,98.02%
Environmental Health,ENVIRON HEALTH-GLOB,BMC,N/A,1476-069X,ENVIRONMENTAL SCIENCES,SCIE,8601,5.3,Q1,1.2,100.00%
APPLIED CLAY SCIENCE,APPL CLAY SCI,ELSEVIER,0169-1317,1872-9053,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,24418,5.3,Q2,1.19,15.19%
CELL BIOLOGY AND TOXICOLOGY,CELL BIOL TOXICOL,SPRINGER,0742-2091,1573-6822,CELL BIOLOGY,SCIE,3242,5.3,Q2,1.13,23.23%
CELL BIOLOGY AND TOXICOLOGY,CELL BIOL TOXICOL,SPRINGER,0742-2091,1573-6822,TOXICOLOGY,SCIE,3242,5.3,Q1,1.13,23.23%
PLANT CELL REPORTS,PLANT CELL REP,SPRINGER,0721-7714,1432-203X,PLANT SCIENCES,SCIE,12100,5.3,Q1,1.13,7.26%
WEAR,WEAR,ELSEVIER SCIENCE SA,0043-1648,1873-2577,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,37288,5.3,Q2,1.13,15.66%
SCRIPTA MATERIALIA,SCRIPTA MATER,PERGAMON-ELSEVIER SCIENCE LTD,1359-6462,1872-8456,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,46654,5.3,Q2,1.1,25.00%
APL Materials,APL MATER,AIP Publishing,2166-532X,2166-532X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,10414,5.3,Q2,1.03,92.31%
MATERIALS RESEARCH BULLETIN,MATER RES BULL,PERGAMON-ELSEVIER SCIENCE LTD,0025-5408,1873-4227,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,26729,5.3,Q2,1.03,4.50%
MECHANISMS OF AGEING AND DEVELOPMENT,MECH AGEING DEV,ELSEVIER IRELAND LTD,0047-6374,1872-6216,CELL BIOLOGY,SCIE,7521,5.3,Q2,1.03,32.75%
Advanced Electronic Materials,ADV ELECTRON MATER,WILEY,2199-160X,2199-160X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,15877,5.3,Q2,0.9,47.14%
ACS Applied Nano Materials,ACS APPL NANO MATER,AMER CHEMICAL SOC,N/A,2574-0970,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,36563,5.3,Q2,0.85,6.01%
Cleaner Engineering and Technology,CLEAN ENG TECHNOL,ELSEVIER,2666-7908,2666-7908,ENVIRONMENTAL SCIENCES,ESCI,3442,5.3,Q1,0.7,96.97%
Skeletal Muscle,SKELET MUSCLE,BMC,2044-5040,2044-5040,CELL BIOLOGY,SCIE,1768,5.3,Q2,0.69,100.00%
Journal of Molecular Cell Biology,J MOL CELL BIOL,OXFORD UNIV PRESS,1674-2788,1759-4685,CELL BIOLOGY,SCIE,3467,5.3,Q2,0.65,93.71%
ENVIRONMENTAL POLITICS,ENVIRON POLIT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0964-4016,1743-8934,ENVIRONMENTAL STUDIES,SSCI,4621,5.2,Q1,1.67,51.93%
Chemical and Biological Technologies in Agriculture,CHEM BIOL TECHNOL AG,SPRINGER,N/A,2196-5641,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,2021,5.2,Q1,1.65,100.00%
Communications Biology,COMMUN BIOL,NATURE PORTFOLIO,N/A,2399-3642,BIOLOGY,SCIE,23626,5.2,Q1,1.5,99.79%
CONSERVATION BIOLOGY,CONSERV BIOL,WILEY,0888-8892,1523-1739,BIODIVERSITY CONSERVATION,SCIE,22083,5.2,Q1,1.33,50.72%
CONSERVATION BIOLOGY,CONSERV BIOL,WILEY,0888-8892,1523-1739,ECOLOGY,SCIE,22083,5.2,Q1,1.33,50.72%
CONSERVATION BIOLOGY,CONSERV BIOL,WILEY,0888-8892,1523-1739,ENVIRONMENTAL SCIENCES,SCIE,22083,5.2,Q1,1.33,50.72%
ENVIRONMENT AND BEHAVIOR,ENVIRON BEHAV,SAGE PUBLICATIONS INC,0013-9165,1552-390X,ENVIRONMENTAL STUDIES,SSCI,8193,5.2,Q1,1.31,31.34%
ATMOSPHERIC CHEMISTRY AND PHYSICS,ATMOS CHEM PHYS,COPERNICUS GESELLSCHAFT MBH,1680-7316,1680-7324,ENVIRONMENTAL SCIENCES,SCIE,62097,5.2,Q1,1.23,99.79%
Sustainability Accounting Management and Policy Journal,SUSTAIN ACCOUNT MANA,EMERALD GROUP PUBLISHING LTD,2040-8021,2040-803X,ENVIRONMENTAL STUDIES,SSCI,2105,5.2,Q1,1.2,15.38%
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,AMYLOID,TAYLOR & FRANCIS LTD,1350-6129,1744-2818,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,2221,5.2,Q1,1.18,31.25%
REDOX REPORT,REDOX REP,TAYLOR & FRANCIS LTD,1351-0002,1743-2928,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,2104,5.2,Q1,0.96,100.00%
Materials Advances,MATER ADV,ROYAL SOC CHEMISTRY,N/A,2633-5409,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,9251,5.2,Q2,0.64,99.34%
Limnology and Oceanography Letters,LIMNOL OCEANOGR LETT,WILEY,N/A,2378-2242,OCEANOGRAPHY,SCIE,1785,5.1,Q1,1.81,79.49%
Quantum,QUANTUM-AUSTRIA,VEREIN FORDERUNG OPEN ACCESS PUBLIZIERENS QUANTENWISSENSCHAF,2521-327X,2521-327X,"PHYSICS, MULTIDISCIPLINARY",SCIE,6251,5.1,Q1,1.27,43.45%
Function,FUNCTION,OXFORD UNIV PRESS,N/A,2633-8823,CELL BIOLOGY,ESCI,486,5.1,Q2,1.24,99.13%
ISME Communications,ISME COMMUN,SPRINGERNATURE,N/A,2730-6151,ECOLOGY,ESCI,1154,5.1,Q1,1.23,98.20%
Water Biology and Security,WATER BIOL SECUR,KEAI PUBLISHING LTD,N/A,2772-7351,ENVIRONMENTAL SCIENCES,ESCI,250,5.1,Q1,1.2,98.81%
Water Biology and Security,WATER BIOL SECUR,KEAI PUBLISHING LTD,N/A,2772-7351,MARINE & FRESHWATER BIOLOGY,ESCI,250,5.1,Q1,1.2,98.81%
Food & Function,FOOD FUNCT,ROYAL SOC CHEMISTRY,2042-6496,2042-650X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,33554,5.1,Q1,1.1,9.42%
Tissue Engineering Part B-Reviews,TISSUE ENG PART B-RE,"MARY ANN LIEBERT, INC",1937-3368,1937-3376,CELL BIOLOGY,SCIE,4807,5.1,Q2,1.09,11.11%
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,B AM MUS NAT HIST,AMER MUSEUM NATURAL HISTORY,0003-0090,1937-3546,BIODIVERSITY CONSERVATION,SCIE,2560,5.1,Q1,1.03,0.00%
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,B AM MUS NAT HIST,AMER MUSEUM NATURAL HISTORY,0003-0090,1937-3546,ECOLOGY,SCIE,2560,5.1,Q1,1.03,0.00%
Sustainability Science,SUSTAIN SCI,SPRINGER JAPAN KK,1862-4065,1862-4057,ENVIRONMENTAL SCIENCES,SCIE,7095,5.1,Q1,0.94,66.67%
Batteries & Supercaps,BATTERIES SUPERCAPS,WILEY-V C H VERLAG GMBH,N/A,2566-6223,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,3752,5.1,Q2,0.74,36.08%
Cells,CELLS-BASEL,MDPI,N/A,2073-4409,CELL BIOLOGY,SCIE,77290,5.1,Q2,0.67,99.55%
Research Synthesis Methods,RES SYNTH METHODS,WILEY,1759-2879,1759-2887,MULTIDISCIPLINARY SCIENCES,SCIE,6955,5,Q1,2.08,51.67%
JOURNAL OF APPLIED ECOLOGY,J APPL ECOL,WILEY,0021-8901,1365-2664,BIODIVERSITY CONSERVATION,SCIE,25150,5,Q1,1.33,46.06%
JOURNAL OF APPLIED ECOLOGY,J APPL ECOL,WILEY,0021-8901,1365-2664,ECOLOGY,SCIE,25150,5,Q1,1.33,46.06%
Journal of Geovisualization and Spatial Analysis,J GEOVIS SPAT ANAL,SPRINGERNATURE,2509-8810,2509-8829,ENVIRONMENTAL SCIENCES,ESCI,558,5,Q1,1.28,20.22%
PROGRESS IN PLANNING,PROG PLANN,PERGAMON-ELSEVIER SCIENCE LTD,0305-9006,1873-4510,ENVIRONMENTAL STUDIES,SSCI,1220,5,Q1,1.23,27.03%
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,AM J PHYSIOL-CELL PH,AMER PHYSIOLOGICAL SOC,0363-6143,1522-1563,CELL BIOLOGY,SCIE,17341,5,Q2,1.15,7.15%
JOURNAL OF LIPID RESEARCH,J LIPID RES,ELSEVIER,0022-2275,1539-7262,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,23917,5,Q1,1.05,96.40%
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,J MECH PHYS SOLIDS,PERGAMON-ELSEVIER SCIENCE LTD,0022-5096,1873-4782,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,26175,5,Q2,1.03,39.20%
BIOFACTORS,BIOFACTORS,WILEY,0951-6433,1872-8081,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,5517,5,Q1,0.87,18.68%
Sustainable Energy & Fuels,SUSTAIN ENERG FUELS,ROYAL SOC CHEMISTRY,2398-4902,2398-4902,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,13288,5,Q2,0.76,14.79%
ENVIRONMENT,ENVIRONMENT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0013-9157,1939-9154,ENVIRONMENTAL SCIENCES,SCIE,1411,5,Q1,0.48,31.58%
ENVIRONMENT,ENVIRONMENT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0013-9157,1939-9154,ENVIRONMENTAL STUDIES,SSCI,1411,5,Q1,0.48,31.58%
Current Opinion in Behavioral Sciences,CURR OPIN BEHAV SCI,ELSEVIER,2352-1546,2352-1554,BEHAVIORAL SCIENCES,SCIE,5707,4.9,Q1,1.36,42.20%
BIOLOGICAL CONSERVATION,BIOL CONSERV,ELSEVIER SCI LTD,0006-3207,1873-2917,BIODIVERSITY CONSERVATION,SCIE,38523,4.9,Q1,1.32,43.46%
BIOLOGICAL CONSERVATION,BIOL CONSERV,ELSEVIER SCI LTD,0006-3207,1873-2917,ECOLOGY,SCIE,38523,4.9,Q1,1.32,43.46%
BIOLOGICAL CONSERVATION,BIOL CONSERV,ELSEVIER SCI LTD,0006-3207,1873-2917,ENVIRONMENTAL SCIENCES,SCIE,38523,4.9,Q1,1.32,43.46%
CELLULAR ONCOLOGY,CELL ONCOL,SPRINGER,2211-3428,2211-3436,CELL BIOLOGY,SCIE,3142,4.9,Q2,1.17,29.94%
JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,J MOL CELL CARDIOL,ELSEVIER SCI LTD,0022-2828,1095-8584,CELL BIOLOGY,SCIE,14266,4.9,Q2,1.07,32.99%
ENVIRONMENTAL SCIENCE & POLICY,ENVIRON SCI POLICY,ELSEVIER SCI LTD,1462-9011,1873-6416,ENVIRONMENTAL SCIENCES,SCIE,15142,4.9,Q1,1,45.61%
Groundwater for Sustainable Development,GROUNDWATER SUST DEV,ELSEVIER,2352-801X,2352-801X,ENVIRONMENTAL SCIENCES,ESCI,4921,4.9,Q1,0.98,10.83%
Bayesian Analysis,BAYESIAN ANAL,INT SOC BAYESIAN ANALYSIS,1931-6690,1936-0975,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",SCIE,2900,4.9,Q1,0.88,99.26%
JOURNAL OF INDUSTRIAL ECOLOGY,J IND ECOL,WILEY,1088-1980,1530-9290,ENVIRONMENTAL SCIENCES,SCIE,8729,4.9,Q1,0.79,51.06%
INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,INT J MOL SCI,MDPI,1661-6596,1422-0067,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,346651,4.9,Q1,0.71,99.66%
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,INT J LIFE CYCLE ASS,SPRINGER HEIDELBERG,0948-3349,1614-7502,ENVIRONMENTAL SCIENCES,SCIE,10540,4.9,Q1,0.65,50.27%
Journal of Physics-Materials,J PHYS-MATER,IOP Publishing Ltd,N/A,2515-7639,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,1593,4.9,Q2,0.63,97.88%
Rice,RICE,SPRINGER,1939-8425,1939-8433,AGRONOMY,SCIE,4043,4.8,Q1,1.56,99.56%
JOURNAL OF ETHNOPHARMACOLOGY,J ETHNOPHARMACOL,ELSEVIER IRELAND LTD,0378-8741,1872-7573,PLANT SCIENCES,SCIE,52832,4.8,Q1,1.42,11.39%
OCEAN & COASTAL MANAGEMENT,OCEAN COAST MANAGE,ELSEVIER SCI LTD,0964-5691,1873-524X,OCEANOGRAPHY,SCIE,13130,4.8,Q1,1.42,22.37%
MOLECULAR PLANT PATHOLOGY,MOL PLANT PATHOL,WILEY,1464-6722,1364-3703,PLANT SCIENCES,SCIE,10573,4.8,Q1,1.34,65.07%
TOXICOLOGY,TOXICOLOGY,ELSEVIER IRELAND LTD,0300-483X,1879-3185,TOXICOLOGY,SCIE,14190,4.8,Q1,1.27,18.52%
ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,SPRINGER HEIDELBERG,0340-5761,1432-0738,TOXICOLOGY,SCIE,14083,4.8,Q1,1.23,45.57%
Journal of Agriculture and Food Research,J AGR FOOD RES,ELSEVIER,2666-1543,2666-1543,"AGRICULTURE, MULTIDISCIPLINARY",ESCI,2698,4.8,Q1,1.22,93.29%
BIOELECTROCHEMISTRY,BIOELECTROCHEMISTRY,ELSEVIER SCIENCE SA,1567-5394,1878-562X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,7313,4.8,Q1,1.16,19.21%
